abacı,asalak
ucuzuna,ucuzca
ud,Divane
üdeba,edipler
udi,utçu
uele,Kül
üf,Acı
ufacık,küçücük
ufak,Küçük
ufakça,ufarak
ufaklık,bit
ufalamak,Küçültmek
ufalmak,küçülmek
ufaltmak,küçültmek
ufki,yatay
üfleç,Hamlaç
üflemek,üfürmek
ufuklar,Afak
ufunet,cerahat
ufunetlendirmek,cerahatlendirmek
üfürmek,esmek
uğramak,yaklaşmak
uğraşı,hobi
uğraşılmış,Mechud
uğraşma,Emek
uğraşmak,savaşmak
uğratmak,kovmak
uğru,hırsız
üğrüm,nütasyon
uğrun,gizlice
uğrunda,önünde
ugultu,Gürültülü
uğultulu,İnlemek
uğunmak,savsaklamak
uğur,kadem
uğurböceği,Uçuçböceği
uğurlu,mübarek
uğurluk,maskot
uğursuz,meşum
ugüz,Azeri
uhde,sorumluluk
uhuvvet,kardeşlik
ukde,yumru
uknum,hipostaz
ukrayna,Macaristan
ukubet,ceza
ulaç,zarf-fiil
ulam,kategori
ulama,ilave
ulan,ey
ulanma,İnzimam
ulaşılmak,Yetişilmek
ulaşım,temas
ulaşmak,gelmek
ulaştırma,münakalat
ulema,bilginler
ülen,ulan
üleş,Pay
üleşmek,paylaşmak
üleştirme,tevzi
ülfet,görüşme
ülger,özdeyiş
ülkem,Ülke
ülker,pervin
ülkücü,idealist
ülkücülük,İdealizm
ülküleştirme,idealleştirme
ülküleştirmek,idealleştirmek
ülküsel,ideal
ülser,yara
ültimatom,Sonuyarı
ultrason,yansılanım
ultraviyole,Morötesi
ulu,Yüce
uluhiyet,Tanrısallık
ululamak,ağırlamak
ulum,ilimler
ulunun,Yüce
ulus,Millet
ulusal,millî
ulusalcı,milliyetçi
ulusallaştırma,millîleştirme
ulusallaştırmak,millîleştirmek
ulusçu,milliyetçi
uluslar,Milel
uluslararasıcı,enternasyonalci
uluslaşmak,milletleşmek
ulussever,milliyetperver
ulusseverlik,milliyetperverlik
ulusun,Millet
ulvi,yüce
ulviyet,yücelik
umacı,öcü
uman,Bekleyen
umar,çare
umarsız,Çaresiz
umarsızlık,Çaresizlik
umde,ilke
ümera,amirler
ümitlendirme,umutlandırma
ümitlendirmek,umutlandırmak
ümitlenme,umutlanma
ümitlenmek,umutlanmak
ümitli,umutlu
ümitsiz,umutsuz
ümitsizlik,umutsuzluk
ümitvar,Umutlu
umma,Ümit
umman,okyanus
ümran,bayındırlık
ümranlı,gelişmiş
umu,arzu
umum,ahali
umumhane,genelev
umumi,genel
umumiyet,genellik
umumiyetle,genellikle
umur,işler
umursamaz,Duygusuz
umursamazca,umursamazcasına
umursamazcasına,umursamazca
umut,ümit
umutlandırmak,ümitlendirmek
umutlanmak,ümitlenmek
umutlu,ümitli
umutsuz,ümitsiz
ün,ses
ünik,Tek
ünite,Birim
üniter,merkeziyetçi
üniversal,evrensel
ünletmek,çağırtmak
unmak,Onmak
ünsiyet,alışkanlık
unsur,Öğe
unsurlar,Anasır
unsurun,Öge
ünsüz,konsonant
unutmak,hatırlamamak
unvan,san
upuygun,tastamam
ur,vejetasyon
uran,endüstri
uray,belediye
urba,Giysi
urban,Bedeviler
urbanizm,şehircilik
ürem,getiri
üreme,tenasül
üremek,yetişmek
üretici,Yetiştirici
üreticilik,İmalatçılık
üretilen,Boza
üretilmek,Yetiştirilmek
üretimevi,fabrika
üretimlik,Fabrika
üretkenlik,prodüktivite
üretme,çoğaltma
ürkek,çekingen
ürkekçe,ürkek
ürkme,tevahhuş
ürkü,panik
ürküntü,tevahhuş
ürkütmek,korkutmak
urmak,Vurmak
urodel,kuyruklular
ürolog,Bevliyeci
üroloji,bevliye
ürolojik,Sidimbilimsel
ürpermek,korkmak
ürperti,Râşe
ürpertili,titreşimli
ürtiker,kurdeşen
ürüm,Rum
ürüme,Havlama
ürümek,havlamak
ürün,mahsul
ürünler,Mahsulât
ürünsüz,esersiz
urus,Rus
üryan,çıplak
us,Akıl
usa,Usçuluk
usangın,bıkmış
usanma,Gına
usçu,akılcı
usçuluk,Akılcılık
üşengeç,üşengen
üşengen,üşengeç
üşenmek,erinmek
üsera,köleler
uskur,pervane
üşmek,Üşüşmek
ussal,rasyonel
ussallaştırma,rasyonalizasyon
üst,yüzü
usta,mahir
ustabaşı,Formen
ustaca,ustacasına
ustacasına,ustaca
üstadane,üstatça
ustalıkla,ustaca
ustanın,Ehil
üstat,Ehliyet
üstatça,üstadane
üste,ayrıca
üsteleme,tekit
üstenci,yüklenici
üstenme,taahhüt
üstlenme,deruhte
üstlük,Aba
üstün,faik
üstünde,Üzerinde
üstüne,dair
ustura,yülgü
usturuplu,uygun
üstüvane,silindir
usu,Deli
usul,asıllar
usulca,yavaşça
usulcacık,yavaşçacık
usuldan,sessizce
usullacık,usulcacık
usulsüz,yöntemsiz
usum,Teşekkül
üşürmek,saldırtmak
üşüşmek,üşmek
üsütük,Deli
utanç,hicap
utanca,Skandal
utangaç,mahcup
utangan,utangaç
utanma,teeddüp
utanmak,çekinmek
utanmaz,arsız
utanmazca,utanmazcasına
utanmazcasına,utanmazca
utarit,Merkür
utçu,udi
utku,yengi
utkulu,muzaffer
utlu,iffetli
utmak,Yenmek
ütmek,utmak
ütopik,hayalî
ütopist,hayalci
ütopyacı,hayalci
ütücü,Giysi
ütülmek,kaybetmek
ütülü,Ütülenmiş
üue,Ununenniyum
uus,Ununseptiyum
üuu,Ununnilyum
üvendire,gönder
uyak,kafiye
uyaklı,mukaffa
uyaksız,kafiyesiz
uyan,Riayetkâr
uyandıran,Mûkız
uyandırılmak,Uyarılmak
uyandırmak,tutuşturmak
uyanık,cingöz
uyanıklık,Teyakkuz
uyanış,intibah
uyanma,intibah
uyanmak,depreşmek
uyaran,münebbih
uyarıcı,münebbih
uyarıcılar,Munebbihat
uyarik,Eksite
uyarılmak,uyandırılmak
uyarılmış,Tembihli
uyarım,tembih
uyarınca,mucibince
uyarlama,adaptasyon
uyarlanma,İntibak
uyarlanmak,alınmak
uyarlayıcı,adaptör
uyarlık,uygunluk
uyarma,tembih
uyartı,ihtar
uydu,kimse
uydurma,asparagas
uydurmaca,haber
uydurmacı,palavracı
uydurmak,bulmak
uyduruk,uydurma
üye,Aza
uygar,Medeni
uygarlaşma,temeddün
uygarlaşmak,medenileşmek
uygarlığın,Medeniyet
uygu,Akor
uygulamalar,İcraat
uygulanabilirlik,yapılabilirlik
uygulanan,Geçerli
uygulayıcı,tatbikatçı
uygulayım,teknik
uygulayımcı,teknokrat
uygun,oranlı
uygunsuz,münasebetsiz
uyku,aymazlık
uykulu,Esnemek
uykusuz,Bihâb
uykusuzluk,Halka
uylaşmak,anlaşmak
uyluk,Oyluk
uyma,tevafuk
uymaca,uzlaşma
uymacı,konformist
uymama,İsyan
uymaz,mugayir
uyruk,tebaa
uyrukluk,Tabiiyet
uyruksuz,Tâbiiyetsiz
uyuklamak,ımızganmak
uyuma,Görmeme
uyumak,görmemek
uyumamış,Uyanık
uyumlanma,oryantasyon
uyumlu,mevzun
uyumsuz,ahenksiz
uyumsuzluk,ahenksizlik
uyuntu,miskin
uyur,uyuyan
uyurgezer,sairfilmenam
uyuşan,Mümtezic
uyuşma,uzlaşma
uyuşmaz,Bağdaşmaz
uyuşturma,Anestezi
uyuşturucu,narkotik
uyuşuk,uyuşmuş
uyuşum,uyuşurluk
uyutmak,kandırmak
uyutucu,Münevvim
uyuyan,Uyur
uyuzlaşmak,pısırıklaşmak
uyuzlu,uyuz
uz,güzel
uzadevim,Telekinezi
uzaklanmak,nazlanmak
uzaklaş,Defol
uzaklaşmak,Savuşmak
uzaklaştırıcı,Abdüktör
uzaklaştırmak,ayırmak
uzaksama,istibat
uzakta,Tataş
uzam,vüsat
uzama,Temadi
uzanım,boyut
uzanmak,gitmek
uzanti,Dal
uzatma,Temdit
uzay,mekân
üzere,amacıyla
üzeri,yüzü
üzerinde,üstünde
üzerine,hakkında
uzgören,uzgörür
uzgörür,uzgören
üzgü,cefa
üzgülü,eziyetli
üzgünlük,neşesizlik
üzgüsüz,eziyetsiz
uzlaşı,uzlaşma
uzlaşım,uzlaşma
uzlaşma,konsensüs
uzlaşmacı,Bağdaşuk
uzlaşmaz,Uzlaşmayan
uzlaşmazlık,Anlaşmaya
uzlaştıran,Aracı
uzlastirma,Telif
uzmanı,İntaniyeci
uzmanlaşma,İhtisas
üzre,Üzere
üzücü,acıklı
üzülerek,Esefle
üzülme,teessür
üzülmek,kaygılanmak
üzümsü,Etli
uzun,derinlemesine
üzünç,üzüntü
uzunçalar,albüm
üzünçlü,üzüntülü
uzunlamasına,tulani
uzunluk,tul
üzüntülü,müteessir
üzüntüsüz,acısız
uzvi,organik
uzviyet,organizma
vaad,Mevid
vaaz,Cami
vabeste,bağlı
vacip,Gerekli
vade,mehil
vadesiz,Günsüz
vadi,koyak
vah,beddua
vahamet,Güçlük
vahametli,vahim
vahdaniyet,Birlik
vahdet,teklik
vahim,vahametli
vahit,tek
vahşet,ürküntü
vahşice,vahşiyane
vahşicesine,vahşice
vahşilik,yabanilik
vahşiyane,vahşice
vahtaniyet,Ehadiy
vahvahlanmak,yakınmak
vaiz,öğütçü
vaka,hadise
vakar,ağırbaşlılık
vakarlı,ağırbaşlı
vakarsız,onursuz
vakayiname,kronik
vakfe,duraklama
vakfetmek,Adamak
vakfiye,vakıfname
vaki,olmuş
vakıa,olgu
vakıf,para
vakıflar,Evkaf
vakıfname,vakfiye
vaktizamanında,vaktiyle
vakumlu,vakumlanmış
vakur,onurlu
vale,bacak
valf,vana
vali,ilbay
valide,Anne
valiz,Bavul
vallahi,tallahi
valör,geçerlik
valüasyon,değerleme
vana,valf
vandalizm,vandallık
vandöz,satıcı
vantrolog,Vantrilok
vantuz,çekmen
vapur,Gemi
vapurdumanı,füme
varagele,belirsizlik
varaka,varak
varaklı,varaklanmış
varakpare,name
vardırma,İblâ
vardırmak,götürmek
vardiya,posta
vareste,kurtulmuş
vargısı,Sonurgu
varidat,gelirler
varış,irfan
variyet,zenginlik
varlı,Zengin
varlıklı,Zengin
varolan,Kahin
varolma,Mevcudiyet
varoluşçu,egzistansiyalist
varoş,Banliyö
varsanı,sanrı
varsayım,hipotez
varsayımlar,Faraziyat
varsayımsal,hipotetik
varsıl,Zengin
varsıllık,Zenginlik
varsıyım,Faraziye
varyant,değişke
varyasyon,varyete
varyemez,cimri
varyete,varyasyon
varyos,balyoz
vasat,orta
vasati,ortalama
vasektomi,kısırlaştırma
vasfi,Uluhiyet
vasıf,Nitelik
vasıflandırma,nitelendirme
vasıflandırmak,nitelendirmek
vasıflanma,nitelenme
vasıflanmak,nitelenmek
vasıflı,nitelikli
vasıfsız,niteliksiz
vasilik,vesayet
vasıtalar,Vesait
vasıtalı,araçlı
vasıtasıyla,aracılığıyla
vasıtasız,doğrudan
vasiyet,vasiyetname
vasiyetname,vasiyet
vatan,Yurt
vatana,İlteber
vatandaş,Yurttaş
vatandaşlık,Yurttaşlık
vatani,yurtsal
vatanın,Yurt
vatanperver,yurtsever
vatanperverlik,Yurtseverlik
vatansever,yurtsever
vatansız,haymatlos
vatvat,yarasa
vaveyla,çığlık
vayvaycı,yaygaracı
vaz,konulma
vazedilmek,yerleştirilmek
vazelin,Yağ
vazetmek,Koymak
vazgeçmek,caymak
vazgeçmemek,Azmetmek
vazgelme,vazgeçme
vazgelmek,vazgeçmek
vazifelendirilmek,ödevlendirilmek
vazifelendirmek,ödevlendirmek
vazifeli,görevli
vazıh,belli
vaziyet,konum
vaziyetler,Ahval
vazolunmak,konulmak
ve,okunuşu
veba,taun
vebal,günah
veca,ağrı
vech,Yüz
veçhe,yön
veçhile,Nedenle
vecit,Esrime
veciz,Lâkonik
vecize,Özdeyiş
vect,esrime
vedalaşmak,esenleşmek
vedia,emanet
vefa,Bağlılık
vefak,vefalı
vefalı,vefakâr
vefasız,hakikatsiz
vefasızlık,Hakikatsizlik
vefat,Ölüm
vehim,kuruntu
vehleten,ansızın
vejetaryen,etyemez
vejetasyon,ur
vek,vekillik
vekil,bakan
vekilharç,kesedar
veladet,doğuş
velayet,velilik
veledizina,piç
velespit,bisiklet
velhasıl,kısacası
velhasılıkelam,kısacası
veli,ermiş
velilik,velayet
veliyullah,veli
velur,kadife
velut,doğurgan
vena,toplardamar
veraset,kalıtım
vere,Vire
verecekli,medyun
verem,tüberküloz
veremli,müteverrim
verese,mirasçılar
vergici,tahsildar
vergili,verimli
veri,data
verici,donör
verim,semere
verimk,verimli
verimkar,Verimli
verimli,verimkâr
verimlilik,rantabilite
verimsiz,yetersiz
veriş,alışveriş
verit,Toplardamar
vermemek,Kesmek
vermut,Tatlı
version,Eviriş
versiyon,sürüm
vesaik,vesikalar
vesair,diğer
vesait,vasıtalar
vesayet,vasilik
vesika,belge
vesikalar,Vesaik
vesile,bahane
vestiyer,askılık
vesvese,kuruntu
vesveseli,kuruntulu
veteriner,Baytar
veterinerlik,Baytarlık
vetire,süreç
veto,Olmazlama
veya,yahut
veyahut,yahut
vezaret,vezirlik
vezinli,ölçülü
vezinsiz,tartısız
veziriazam,sadrazam
vezne,terazi
vezneci,veznedar
veznedar,vezneci
vibrasyon,titreşim
vibrasyonlu,titreşimli
vicahi,Yüzlemece
vicdanlı,insaflı
vicdansız,insafsız
vicdansızca,vicdansızcasına
vicdansızcasına,vicdansızca
vıcık,yumuşamış
vidanjör,boşaltıcı
video,videoteyp
vido,Oyun
vikaye,koruma
vinç,Maçuna
vira,arasız
viraj,dönemeç
virajsız,düz
viran,harap
virane,yıkıntı
virgül,
vırlamak,vırıldamak
virman,Aktarma
virtüel,Edimsiz
virus,Antijen
viskoz,Akışkansı
viskozite,ağdalık
vites,Hız
vitrin,sergen
viyaklamak,ağlamak
viyola,alto
viyolacı,viyolonist
viyolonist,viyolacı
viyolonsel,çello
viyolonselci,viyolonselist
viyolonselist,viyolonselci
vızıldamak,sızlanmak
vızıldanmak,sızlanmak
vızıltı,sızlanma
vızlamak,vızıldamak
vizör,bakaç
vizyon,gösterim
vokal,ünlü
vole,Futbol
voli,kâr
volkan,yanardağ
volontarist,istenççi
volontarizm,istenççilik
volta,dolaşma
voltaj,gerilim
vualet,örtü
vücud,Sayrûret
vükela,vekiller
vukuat,Olaylar
vukuf,bilgi
vukufsuz,bilgisiz
vulva,ferç
vurac,Raket
vurdumduymaz,duygusuz
vurgu,aksan
vurgun,âşık
vurguncu,spekülatör
vuru,vuruş
vuruk,çarpılmış
vurulmak,sevdalanmak
vurunmak,örtünmek
vuruş,darp
vuruşkan,dövüşken
vuruşmak,çarpışmak
vuslat,Kavuşma
vüzera,vezirler
vuzuh,açıklık
vuzuhsuz,belirsiz
xx,Yirmi
xxx,Otuz
ya,Evet
yaban,ıssız
yabancıl,egzotik
yabancılamak,yadırgamak
yabancılaştırmak,Uzaklaştırmak
yabanıl,vahşi
yabanileşme,yabanıllaşma
yabanileşmek,vahşileşmek
yabanıllaşma,yabanileşme
yabanıllaşmak,yabanileşmek
yabansı,acayip
yabgu,Yabagu
yabis,Kuru
yad,yabancı
yadel,Gurbet
yadırgamak,ısınamamak
yadırgı,yadırgayan
yadsıma,nefiy
yağcı,dalkavuk
yağcılık,dalkavukluk
yağış,yağmur
yağışsız,kurak
yağışsızlık,kuraklık
yağlama,Bilezik
yağlı,semiz
yağlık,çevre
yağma,çapul
yağmacı,Çapulcu
yağmacılık,Çapulculuk
yağmı,Yağmur
yağmur,bolluk
yağmurlu,Boralı
yağmurölçer,yağışölçer
yağsı,yağımsı
yağsız,ince
yahudi,semitik
yaka,sahil
yakacak,yakıt
yakalamak,anlamak
yakar,Brülör
yakarca,tatarcık
yakarı,yakarış
yakarış,yakarı
yakaza,uyanıklık
yakıcı,yakan
yakinen,iyice
yakınlarda,çevrede
yakınlaşma,Takarrüp
yakınlaşmak,yaklaşmak
yakınlaştırma,Makro
yakınlaştırmak,yaklaştırmak
yakınma,şikâyet
yakınmak,koymak
yakınsak,Mütekarip
yakıntı,şikâyet
yakışma,Tenasüp
yakıştırmak,yormak
yakıt,mahrukat
yaklaşan,Yakın
yaklaşık,takribî
yaklaşma,iktiran
yaklaşmak,yakınlaşmak
yaklaştıran,Mukarrib
yaklaştırma,Takrip
yakut,saha
yakutça,sahaca
yakuz,Yağız
yalabımak,ışıldamak
yalaka,dalkavuk
yalakalık,Dalkavukluk
yalamak,Sıyırarak
yalan,kıtır
yalancıktan,yalandan
yalandan,üstünkörü
yalanlama,tekzip
yalayan,Yalayıcı
yalaz,alev
yalçın,sarp
yaldırak,cilalı
yaldızlama,tezhip
yaldızlamak,parlatmak
yaldızlı,Aldatıcı
yalgın,serap
yalı,sahil
yalım,alev
yalinç,Basit
yalıncak,çıplak
yalıtıcı,yalıtkan
yalıtılmış,İzole
yalıtım,tecrit
yalıtımlı,hermetik
yalıtma,yalıtım
yalman,eğik
yalnız,ama
yalnızca,sadece
yalnızcı,infiratçı
yalnızlaşmak,tenhalaşmak
yalpı,yamaç
yalpık,yayvan
yaltak,yaltakçı
yaltakçı,mütebasbıs
yaltaklanma,tabasbus
yalvaç,peygamber
yalvarış,rica
yama,kapatma
yamalı,Murakka
yamamak,yamalamak
yamanmak,yamalanmak
yamulmak,eğilmek
yamyam,vahşi
yamyaş,sırılsıklam
yan,tali
yanal,Alaca
yanarca,meşale
yanardağ,volkan
yanardöner,janjan
yanaşma,tutma
yanay,profil
yandaki,Bitişik
yandan,Profilden
yandaş,taraftar
yandırmak,yakmak
yangı,enflamasyon
yangılanma,iltihaplanma
yangılanmak,iltihaplanmak
yangılı,iltihaplı
yangın,âşık
yangıncı,itfaiyeci
yangısız,iltihapsız
yanıkara,şarbon
yanılgı,hata
yanılma,Hata
yanılsama,illüzyon
yanıltı,sehiv
yanıltıcı,sofistike
yanıltmaç,Paradoks
yanıltmaca,mugalata
yanıltmak,Şaşırtmak
yanında,nispetle
yanıt,Cevap
yanitlama,Cevaplama
yanıtlamak,cevaplamak
yanıtlanmak,cevaplanmak
yanıtsız,cevapsız
yankesici,tırtırkçı
yankı,eko
yankica,Ekolâli
yankılanım,akustik
yankılanmak,aksetmek
yanku,Eko
yanlar,Etraf
yanlı,yandaş
yanlik,Garnitür
yanlışın,Hata
yanlışlık,hata
yanlışlıkla,sehven
yanliz,Yalnız
yanşak,geveze
yansı,inikâs
yansıca,ekopraksi
yansılanım,ultrason
yansıma,inikâs
yansımak,aksetmek
yansımalı,onomatopeik
yansımış,Münakis
yansır,Şaygan
yansıtıcı,reflektör
yansıtma,duyurma
yansıtmak,aksettirmek
yansız,nötr
yansızlaştırma,nötralizasyon
yapabilme,Bilseme
yapağı,yapak
yapağıcı,yapakçı
yapak,yapağı
yapakçı,yapağıcı
yapay,Suni
yapaylık,sunilik
yapıcı,olumlu
yapik,Belleme
yapılageliş,Teamül
yapılan,Karşılamak
yapılandırma,konfigürasyon
yapılandırmak,düzenlemek
yapılanma,düzenleme
yapılanmak,oluşmak
yapılar,Asar
yapılaşmak,oluşmak
yapılı,iri
yapılış,bünye
yapılma,yapılmış
yapım,konstrüksiyon
yapımcı,prodüktör
yapımevi,imalathane
yapınmak,hazırlanmak
yapıntı,tasni
yapıntılı,musanna
yapısal,konstrüktif
yapısalcı,strüktüralist
yapısı,Gırtlak
yapışık,değen
yapışkan,yapıştırıcı
yapıştırıcı,yapışkan
yapıştırmak,Yaklaştırmak
yapma,yapmacık
yapmacık,sofistike
yapmacıksız,samimi
yaptırım,müeyyide
yaptirma,Şartname
yapyalnız,yapayalnız
yar,uçurum
yara,yarık
yaradan,tanrı
yaradılış,cibilliyet
yaradılıştan,fıtraten
yarak,silah
yaralama,Cerh
yaralamak,kırmak
yaralanmak,kırılmak
yaramaz,çapkın
yaramazlık,çapkınlık
yaran,Dostlar
yararcı,pragmatik
yararı,Hayırlı
yararlandırılma,faydalandırılma
yararlandırılmak,faydalandırılmak
yararlandırma,faydalandırma
yararlandırmak,faydalandırmak
yararlanılma,faydalanılma
yararlanılmak,faydalanılmak
yararlanma,faydalanma
yararlar,Menafi
yararlı,nafi
yararlık,Liyakat
yararlılığı,Saygı
yararlılık,Besalet
yararsız,nafile
yaraşan,Yaraşıklı
yaraşıklı,yakışır
yaraşıksız,yakışmayan
yaraşır,uygun
yaraşırlık,Liyakat
yaraşmak,uymak
yaraştırma,tensip
yaratı,yaratım
yaratık,Mahluk
yaratılan,Antropojen
yaratım,kreasyon
yaratımcı,kreatör
yaratış,Tekvin
yaratmak,yapmak
yarayan,Yarar
yarayışlı,faydalı
yarbay,kaymakam
yardım,etki
yardımcı,asistan
yardımıyla,Sayesinde
yardımsever,hayırsever
yardımseverlik,Hayırseverlik
yaren,Arkadaş
yargıç,Hakim
yargıcı,hakem
yargıçın,Hakim
yargıçlık,hâkimlik
yargıevi,mahkeme
yargılama,muhakeme
yargılar,Ahkâm
yargılık,Mahkeme
yargısal,Kazai
yarı,nısıf
yarıcı,bölen
yarilma,Şak
yarilmak,Patlamak
yarımlamak,yarılamak
yarınki,Ferda
yarinti,Çukur
yarış,rekabet
yarışçı,müsabık
yarısı,Maraton
yarışım,yarışma
yarışımcı,yarışmacı
yarışlık,Pist
yarışmacı,müsabık
yarıyıl,sömestir
yarlıgama,bağışlama
yarlık,ferman
yarma,dövme
yarsız,Protesto
yarüağyar,Elâlem
yaş,Matem
yasa,Kanun
yasakçı,kavas
yasaklanmak,menedilmek
yasaklayıcı,engelleyici
yasal,legal
yasalaşma,kanunlaşma
yasalaşmak,kanunlaşmak
yasalaştırılmak,kanunlaştırılmak
yasalaştırma,kanunlaştırma
yasalaştırmak,kanunlaştırmak
yasalı,kanuni
yasallaşmak,Kanunlaşmak
yasama,teşri
yaşamak,hissetmek
yasamalı,teşrii
yaşamsal,hayati
yaşanan,Tablo
yaşanılan,Yer
yasanın,Kanun
yaşantı,hayat
yaşantıları,Zihin
yaşarmak,nemlenmek
yaşasın,Yaşa
yasasız,kanunsuz
yaşayiş,Dirlik
yaşdaş,Yaşıt
yaşıt,Akran
yaslamak,dayamak
yaşlanma,İstinat
yaşlanmak,ihtiyarlamak
yaşlı,İhtiyar
yaşlık,ıslaklık
yaşmak,Leçek
yasmık,Mercimek
yassılmak,yassılaşmak
yassıltmak,yassılaştırmak
yastamak,yaslamak
yaştı,Yassı
yastıklama,yığma
yatakhane,Okul
yatan,Yatkın
yatay,ufki
yatılı,leyli
yatır,evliya
yatırımcı,Mudi
yatırma,İbâte
yatısız,gündüzlü
yatışma,Sükûnet
yatışmak,sakinleşmek
yatıştırıcı,sakinleştiren
yatıştırma,Teskin
yatkın,eğilimli
yavan,tatsız
yavanlaşmak,yozlaşmak
yavaşa,burunduruk
yavaşça,usulca
yavaşçacık,usulcacık
yavaşlatmak,Tavsatmak
yaver,yardımcı
yavru,evlat
yavrucağız,yavrucak
yavrulamak,doğurmak
yavşak,sirke
yavuklamak,nişanlamak
yavuklu,sözlü
yavuz,çetin
yavuzlanmak,kabadayılaşmak
yavuzlaşmak,kabadayılaşmak
yay,zemberek
yaya,yayan
yayan,yaya
yayayraç,Mutariza
yayçizer,pergel
yaygara,sızlanma
yaygınlaşmak,yayılmak
yaygınlaştırmak,Acemleştirmek
yaygınlık,Genellik
yayılı,serilmiş
yayılımcı,emperyalist
yayılma,intişar
yayılmacı,emperyalist
yayılmacılık,Emperyalizm
yayılmak,açılmak
yayılması,Enfeksiyon
yayım,neşir
yayımcı,editör
yayımlamak,neşretmek
yayıncı,yayımcı
yayıncılık,Yayımcılık
yayınım,yayınma
yayınma,yayınım
yayıntı,Yayılmış
yayla,plato
yaylak,otlak
yaylım,otlak
yaymaca,propaganda
yaymak,Dağıtmak
yazan,Kâtib
yazanak,rapor
yazarlik,Muharrirlik
yazdırım,dikte
yazdırma,Dikte
yazdırmak,Kaydettirmek
yazgı,takdiriilahî
yazgıcı,fatalist
yazgısal,Kadere
yazı,yazgı
yazıcı,yazar
yazıhane,büro
yazık,günah
yazıklanma,teessüf
yazıksız,günahsız
yazılan,Mihver
yazılı,nominal
yazılım,Yordamlar
yazılış,İstinsah
yazilma,Kaydolma
yazılmak,kaydolmak
yazım,İmla
yazın,Edebiyat
yazıncı,edebiyatçı
yazınsal,edebî
yazışma,muhabere
yazıt,kitabe
yazlik,Sayfiye
yazma,tahrir
yazman,sekreter
ye,okunuşu
yed,El
yedekçi,kolancı
yedi,Vıı
yedigir,büyükayı
yedikızkardeş,ülker
yedirme,Yağ
yedirmek,yaraştırmak
yeğin,şiddetli
yeğinleşmek,şiddetlenmek
yeğleme,tercih
yeglik,Rüçhan
yeğni,hafif
yeğnilemek,hafifsemek
yeğnilik,Hafiflik
yeğnilmek,hafiflemek
yeğniltmek,hafifletmek
yeğniseme,hafifseme
yeğnisemek,hafifsemek
yehova,Tanrı
yeis,üzüntü
yek,toplam
yekdiğeri,ötekisi
yeke,kocaman
yeki,Biri
yekinmek,kımıldamak
yeknesak,tekdüze
yekpare,bütün
yeksan,düz
yekta,eşsiz
yekten,birdenbire
yekun,Toplam
yekvücut,Birlik
yel,Rüzgar
yeldirmek,koşuşturmak
yeleç,havadar
yelek,telek
yeleken,havadar
yeleme,havai
yelin,Rüzgar
yelken,yelkenli
yelkenci,İndirmek
yelkenli,yelken
yelkesen,rüzgârlık
yelkıran,yelkesen
yellenmek,osurmak
yelli,fıkırdak
yelölçer,anemometre
yelpaze,çeşitlilik
yelsemek,bayatlamak
yeltek,hercai
yeltenmek,meyletmek
yelve,flurya
yem,ağızotu
yeme,yiyecek
yemekaltı,ordövr
yemekhane,Okul
yemekler,Etime
yemen,Salyane
yemenici,Köşker
yeminli,Antlığ
yemiş,meyve
yemleme,ağızotu
yemlemek,beslemek
yengeç,seretan
yengi,zafer
yeni,bilinmeyen
yeniden,tekrar
yenigün,Nevruz
yenik,aşınmış
yenilebilir,Besin
yenileme,restorasyon
yenilen,Mağlûp
yenilenmek,tekrarlanmak
yenileşim,inovasyon
yenileşimci,inovatif
yenileşme,Teceddüt
yenileşmek,Modernleşmek
yenilikçi,Teceddütperver
yenim,Korozyon
yenirce,frengi
yenişmek,çekişmek
yenme,Galibiyet
yenul,Mütevazı
yepelek,narin
yepyeni,görülmemiş
yerdegezen,yılan
yeregeçen,havuç
yerelleşme,mahallîleşme
yerelleşmek,mahallîleşmek
yerelleştirme,Lokalizasyon
yeren,Yerici
yerey,arazi
yergi,satir
yergisel,Satirik
yerilmek,kötülenmek
yerinde,yeterli
yerindelik,isabet
yerine,alegori
yerinel,alegorik
yerini,Sevmek
yerinme,teessüf
yerküre,dünya
yerleşik,mütemekkin
yerleşim,iskân
yerleşke,kampüs
yerleştirilme,Takrir
yerleştirme,iskân
